songId,clipId,songNumberOfClips,artist,title,secondsSlice,duration,arousalAvg,arousalStd,valenceAvg,valenceStd
1351,1351_1,1,Bit Shifter,Hexadecimal Genome,20.0-30.0,10.0,0.411,0.0137,0.4296,0.0335
1353,1353_1,2,krackatoa,Goldengate honey,15.0-30.0,15.0,0.4181,0.0246,0.1153,0.0266
1353,1353_2,2,krackatoa,Goldengate honey,30.0-45.0,15.0,0.4917,0.018,0.1877,0.0247
1365,1365_1,1,Bit Shifter,Particle Charge,25.0-40.0,15.0,0.5243,0.0207,0.472,0.0139
1367,1367_1,1,Bit Shifter,Reformat The Planet,25.0-40.0,15.0,0.6393,0.0079,0.586,0.0204
1369,1369_1,1,Bit Shifter,Activation Theme,25.0-40.0,15.0,0.6476,0.0131,0.6269,0.0145
1370,1370_1,2,Cornelius,Wataridori 2,15.0-30.0,15.0,0.0591,0.0284,-0.024,0.0093
1370,1370_2,2,Cornelius,Wataridori 2,30.0-40.0,10.0,0.0537,0.0123,-0.0336,0.0077
1371,1371_1,2,Dan Deacon,Of the Mountains,15.0-30.0,15.0,0.2843,0.0293,0.2782,0.0136
1371,1371_2,2,Dan Deacon,Of the Mountains,30.0-45.0,15.0,0.2634,0.0215,0.2806,0.0057
1376,1376_1,2,krackatoa,Speedracer,15.0-30.0,15.0,0.4756,0.0123,0.5152,0.02
1376,1376_2,2,krackatoa,Speedracer,30.0-40.0,10.0,0.5254,0.0234,0.5026,0.0366
1387,1387_1,2,Bit Shifter,Chase Init_,15.0-30.0,15.0,0.1609,0.0247,0.2468,0.0119
1387,1387_2,2,Bit Shifter,Chase Init_,30.0-45.0,15.0,0.1674,0.0088,0.2479,0.0165
1388,1388_1,1,Anamanaguchi,Power Supply,20.0-30.0,10.0,0.5418,0.0158,0.2569,0.0271
1392,1392_1,1,Anamanaguchi,Airbase,15.0-30.0,15.0,0.6152,0.0068,0.5687,0.0175
1399,1399_1,1,kilowatts,Glob Story,20.0-35.0,15.0,0.4145,0.023,0.2121,0.0185
1404,1404_1,2,Art of Flying,sleep,15.0-25.0,10.0,0.0188,0.0207,-0.2001,0.0237
1404,1404_2,2,Art of Flying,sleep,25.0-35.0,10.0,-0.0561,0.0105,-0.1869,0.02
1487,1487_1,2,Welcome Wizard,Home,15.0-30.0,15.0,-0.1709,0.008,-0.0859,0.0147
1487,1487_2,2,Welcome Wizard,Home,30.0-45.0,15.0,-0.1756,0.0063,-0.0906,0.009
1503,1503_1,2,Tab & Anitek,Placebo,15.0-30.0,15.0,0.1681,0.0162,0.3522,0.0176
1503,1503_2,2,Tab & Anitek,Placebo,30.0-45.0,15.0,0.1734,0.0062,0.3429,0.018
1526,1526_1,2,Broke For Free,The Great,15.0-30.0,15.0,0.4001,0.0143,0.3911,0.0063
1526,1526_2,2,Broke For Free,The Great,30.0-45.0,15.0,0.4134,0.0203,0.4091,0.0144
1540,1540_1,1,The Insider,Vibration,25.0-40.0,15.0,0.3291,0.019,0.3339,0.0048
1549,1549_1,2,James Pants,Bird,15.0-30.0,15.0,0.3081,0.0186,0.2152,0.014
1549,1549_2,2,James Pants,Bird,30.0-45.0,15.0,0.293,0.0044,0.1971,0.0113
1560,1560_1,1,jonas the plugexpert,Interlude,20.0-35.0,15.0,0.2842,0.0273,0.1772,0.0088
1569,1569_1,1,Moa Pillar,Water Lily,15.0-30.0,15.0,0.5215,0.0094,0.2319,0.009
1575,1575_1,2,Tab & Anitek,Mirage,15.0-30.0,15.0,0.2719,0.0149,0.2123,0.0071
1575,1575_2,2,Tab & Anitek,Mirage,30.0-45.0,15.0,0.3157,0.0097,0.2226,0.0083
1577,1577_1,2,Tab & Anitek,Drifter,20.0-30.0,10.0,0.1182,0.026,0.2185,0.0129
1577,1577_2,2,Tab & Anitek,Drifter,30.0-45.0,15.0,0.2043,0.0254,0.2368,0.0174
1580,1580_1,2,John Ming,Floating,15.0-30.0,15.0,0.3739,0.0032,0.3617,0.0082
1580,1580_2,2,John Ming,Floating,30.0-45.0,15.0,0.3965,0.0194,0.3695,0.0109
1591,1591_1,1,She Has A Cold,NEW 9.0,15.0-30.0,15.0,0.3228,0.0069,0.4005,0.0138
1640,1640_1,2,Paniks,Jelena,15.0-30.0,15.0,0.4931,0.022,0.5196,0.0081
1640,1640_2,2,Paniks,Jelena,30.0-45.0,15.0,0.5456,0.016,0.5139,0.0093
1641,1641_1,1,Trabajo,Mortal,20.0-35.0,15.0,0.3545,0.0212,0.0535,0.0161
1642,1642_1,2,Trabajo,Udan Mas,15.0-30.0,15.0,0.3548,0.0264,0.1842,0.0172
1642,1642_2,2,Trabajo,Udan Mas,30.0-45.0,15.0,0.3172,0.0179,0.1419,0.0245
1644,1644_1,1,The Prefab Messiahs,Prefab City Dub (Edit),20.0-35.0,15.0,0.3626,0.0108,0.1981,0.0219
1648,1648_1,1,Selva de Mar,LLAVES,20.0-35.0,15.0,-0.2105,0.0211,-0.1074,0.0096
1655,1655_1,2,Midival Punditz,Drifting,15.0-25.0,10.0,0.3407,0.0165,0.3646,0.0118
1655,1655_2,2,Midival Punditz,Drifting,30.0-45.0,15.0,0.4397,0.0129,0.4548,0.0077
1658,1658_1,2,Sound: The Encounter,Mina,15.0-25.0,10.0,0.3326,0.0304,0.3961,0.0176
1658,1658_2,2,Sound: The Encounter,Mina,25.0-40.0,15.0,0.4095,0.0172,0.4387,0.0138
1711,1711_1,2,Somewhere Off Jazz Street,Echo,15.0-25.0,10.0,0.0931,0.017,0.1394,0.0146
1711,1711_2,2,Somewhere Off Jazz Street,Echo,25.0-40.0,15.0,0.0281,0.0149,0.1537,0.0097
1713,1713_1,1,Glows in the Dark,The Silence,15.0-30.0,15.0,0.4805,0.0078,0.3679,0.0123
1715,1715_1,2,krackatoa,We think we know it all,15.0-30.0,15.0,0.4157,0.0147,0.3596,0.0117
1715,1715_2,2,krackatoa,We think we know it all,30.0-40.0,10.0,0.3842,0.007,0.3533,0.0073
1716,1716_1,1,krackatoa,Shark on the Lot,15.0-30.0,15.0,0.205,0.022,0.3125,0.0046
1718,1718_1,1,Nheap,The Snow That Never Falls Down,15.0-30.0,15.0,-0.0033,0.0088,0.0828,0.0271
1719,1719_1,1,Nheap,Crossings,25.0-40.0,15.0,-0.0224,0.0267,0.0714,0.009
1720,1720_1,1,Har-You Percussion Group,Welcome To The Party,15.0-25.0,10.0,0.5205,0.021,0.6115,0.0219
1721,1721_1,1,Nheap,Sands,15.0-25.0,10.0,-0.0059,0.0299,-0.0075,0.0166
1723,1723_1,2,Nheap,Daily Improvisation,15.0-25.0,10.0,-0.0425,0.0385,0.0266,0.0098
1723,1723_2,2,Nheap,Daily Improvisation,25.0-40.0,15.0,-0.1351,0.0059,0.0479,0.0089
1724,1724_1,2,Learning Music,#3,15.0-30.0,15.0,-0.143,0.0137,-0.1421,0.0112
1724,1724_2,2,Learning Music,#3,30.0-45.0,15.0,-0.1388,0.0102,-0.1659,0.0115
1726,1726_1,1,Somewhere Off Jazz Street,Dawn,25.0-40.0,15.0,-0.0564,0.0267,0.0802,0.011
1729,1729_1,2,Nheap,Rides,15.0-30.0,15.0,0.339,0.0065,0.2538,0.0398
1729,1729_2,2,Nheap,Rides,30.0-45.0,15.0,0.3342,0.0199,0.26,0.0216
1730,1730_1,1,Revolution Void,Nebulous Notions,20.0-35.0,15.0,0.1495,0.0165,0.3593,0.0166
1734,1734_1,1,Revolution Void,Factum par Fictio,25.0-40.0,15.0,0.2782,0.013,0.245,0.011
1737,1737_1,1,Zloty Dawai,Hydrofugarious spasm,25.0-35.0,10.0,0.0261,0.0134,-0.1062,0.0117
1750,1750_1,1,Revolution Void,Accelerated Lifestyle,15.0-30.0,15.0,0.5054,0.0382,0.2069,0.0176
1752,1752_1,2,Revolution Void,City Lights at Night,15.0-25.0,10.0,0.3816,0.0244,0.0245,0.0114
1752,1752_2,2,Revolution Void,City Lights at Night,25.0-40.0,15.0,0.5034,0.0131,0.0276,0.0087
1754,1754_1,1,Somewhere Off Jazz Street,Fly,20.0-35.0,15.0,-0.1401,0.0191,-0.083,0.0221
1755,1755_1,2,Revolution Void,Weekend Amnesia,15.0-30.0,15.0,0.3496,0.0135,0.4036,0.0229
1755,1755_2,2,Revolution Void,Weekend Amnesia,30.0-40.0,10.0,0.3621,0.0109,0.3135,0.0402
1767,1767_1,2,Kreng,Merope,20.0-30.0,10.0,-0.2312,0.0386,-0.2385,0.0544
1767,1767_2,2,Kreng,Merope,30.0-40.0,10.0,-0.2666,0.037,-0.2006,0.0395
1768,1768_1,2,Somewhere Off Jazz Street,Ghost,15.0-25.0,10.0,-0.0848,0.0187,0.0568,0.0055
1768,1768_2,2,Somewhere Off Jazz Street,Ghost,25.0-40.0,15.0,-0.1265,0.0124,-0.021,0.0202
1769,1769_1,2,M.A.G. Trio,All the things,15.0-30.0,15.0,0.2591,0.0059,0.3478,0.0137
1769,1769_2,2,M.A.G. Trio,All the things,30.0-45.0,15.0,0.2715,0.0086,0.376,0.0179
1783,1783_1,1,Somewhere Off Jazz Street,Dusk,25.0-35.0,10.0,-0.0046,0.0438,-0.0668,0.0348
1784,1784_1,2,M.A.G. Trio,Spain,15.0-30.0,15.0,0.1744,0.0114,0.306,0.0124
1784,1784_2,2,M.A.G. Trio,Spain,30.0-45.0,15.0,0.1783,0.0059,0.369,0.0079
1789,1789_1,2,Revolution Void,Ventus Solaris,15.0-30.0,15.0,0.3107,0.0124,0.22,0.0124
1789,1789_2,2,Revolution Void,Ventus Solaris,30.0-40.0,10.0,0.3048,0.0158,0.2354,0.0053
1791,1791_1,1,Oprachina,Porta D'Arce,20.0-35.0,15.0,0.0594,0.0343,0.2631,0.0185
1822,1822_1,2,Silence Is Sexy,Ennio,15.0-25.0,10.0,-0.0226,0.0259,-0.0419,0.0222
1822,1822_2,2,Silence Is Sexy,Ennio,25.0-40.0,15.0,0.0244,0.0161,0.0576,0.0143
1824,1824_1,2,The Womb,Torre,15.0-30.0,15.0,0.3662,0.0113,0.3808,0.027
1824,1824_2,2,The Womb,Torre,30.0-45.0,15.0,0.4152,0.0119,0.4086,0.0034
1830,1830_1,2,Black Math,To You,15.0-30.0,15.0,0.2707,0.005,0.2524,0.0105
1830,1830_2,2,Black Math,To You,30.0-45.0,15.0,0.2831,0.0063,0.2608,0.0055
1856,1856_1,2,Dan Deacon,The Crystal Cat,15.0-30.0,15.0,0.643,0.0155,0.2791,0.0169
1856,1856_2,2,Dan Deacon,The Crystal Cat,30.0-45.0,15.0,0.6672,0.0054,0.3168,0.0063
1880,1880_1,2,Plastic Flowers,Silence,15.0-30.0,15.0,-0.1699,0.01,0.2115,0.0185
1880,1880_2,2,Plastic Flowers,Silence,30.0-45.0,15.0,-0.1709,0.0159,0.2297,0.0049
1883,1883_1,2,Podington Bear,LA,15.0-30.0,15.0,0.2251,0.0145,0.3204,0.0171
1883,1883_2,2,Podington Bear,LA,30.0-45.0,15.0,0.2426,0.0238,0.3286,0.013
1887,1887_1,2,Silence Is Sexy,Us,15.0-25.0,10.0,0.179,0.014,0.0597,0.0241
1887,1887_2,2,Silence Is Sexy,Us,30.0-40.0,10.0,0.2855,0.0349,0.2384,0.0145
1896,1896_1,1,Adam & Alma,Bon,15.0-25.0,10.0,-0.2883,0.026,0.0316,0.0285
1950,1950_1,1,Angels in America,I,20.0-35.0,15.0,-0.0006,0.0209,-0.3675,0.0212
1960,1960_1,2,Fast lady,Lady,15.0-30.0,15.0,0.5279,0.0184,-0.0186,0.0101
1960,1960_2,2,Fast lady,Lady,30.0-45.0,15.0,0.5109,0.0361,-0.0527,0.0227
1968,1968_1,2,Lightning Bolt,Dracula Mountain,15.0-30.0,15.0,0.6157,0.0188,-0.1236,0.0307
1968,1968_2,2,Lightning Bolt,Dracula Mountain,30.0-40.0,10.0,0.6607,0.0311,-0.1407,0.0179
1975,1975_1,2,The Pink Noise,Glam,15.0-30.0,15.0,0.3658,0.0074,0.087,0.0111
1975,1975_2,2,The Pink Noise,Glam,30.0-45.0,15.0,0.3861,0.007,0.0769,0.0098
1981,1981_1,2,The Ridiculous Trio,Not Right,15.0-30.0,15.0,0.3964,0.0194,-0.0095,0.0389
1981,1981_2,2,The Ridiculous Trio,Not Right,30.0-40.0,10.0,0.4064,0.0142,-0.0168,0.0336
1982,1982_1,2,Nine Inch Nails,The Four of Us are Dying,15.0-25.0,10.0,0.2397,0.0314,0.1155,0.0106
1982,1982_2,2,Nine Inch Nails,The Four of Us are Dying,30.0-40.0,10.0,0.1216,0.0285,0.0456,0.0336
1983,1983_1,1,Nine Inch Nails,Corona Radiata,30.0-45.0,15.0,0.0315,0.0087,-0.2869,0.0116
1995,1995_1,1,The Pink Noise,The Tower,20.0-35.0,15.0,0.1883,0.0117,0.0117,0.0244
1997,1997_1,2,Ariel Pink's Haunted Graffiti,For Kate I Wait,15.0-25.0,10.0,0.0853,0.0138,0.216,0.0165
1997,1997_2,2,Ariel Pink's Haunted Graffiti,For Kate I Wait,30.0-45.0,15.0,0.2237,0.0151,0.1724,0.0105
2003,2003_1,5,Joel Helander,Excessive Resistance to Change,25.0-35.0,10.0,0.319,0.0298,0.2361,0.0297
2003,2003_2,5,Joel Helander,Excessive Resistance to Change,40.0-50.0,10.0,0.212,0.0249,0.1452,0.0219
2003,2003_3,5,Joel Helander,Excessive Resistance to Change,50.0-60.0,10.0,0.2447,0.0411,0.143,0.0232
2003,2003_4,5,Joel Helander,Excessive Resistance to Change,70.0-80.0,10.0,0.31,0.0149,0.2854,0.0226
2003,2003_5,5,Joel Helander,Excessive Resistance to Change,85.0-100.0,15.0,0.1957,0.0171,0.3034,0.0372
2004,2004_1,5,Aimee Norwich,Flying,15.0-30.0,15.0,-0.2544,0.0302,0.0872,0.0257
2004,2004_2,5,Aimee Norwich,Flying,40.0-50.0,10.0,0.0025,0.0275,0.1974,0.0126
2004,2004_3,5,Aimee Norwich,Flying,55.0-65.0,10.0,0.018,0.0241,-0.074,0.0344
2004,2004_4,5,Aimee Norwich,Flying,65.0-80.0,15.0,0.1017,0.0481,-0.2098,0.0539
2004,2004_5,5,Aimee Norwich,Flying,110.0-120.0,10.0,0.2061,0.0287,0.1011,0.0141
2009,2009_1,5,Joel Helander,Definition,30.0-45.0,15.0,0.0905,0.0129,-0.2121,0.0059
2009,2009_2,5,Joel Helander,Definition,55.0-65.0,10.0,-0.1277,0.0192,0.0981,0.0232
2009,2009_3,5,Joel Helander,Definition,65.0-80.0,15.0,-0.0641,0.026,0.1419,0.0201
2009,2009_4,5,Joel Helander,Definition,80.0-90.0,10.0,-0.0328,0.0284,0.1651,0.0218
2009,2009_5,5,Joel Helander,Definition,100.0-110.0,10.0,0.0985,0.0168,0.1571,0.0035
2043,2043_1,5,Matti Paalanen,Summer,15.0-30.0,15.0,-0.0949,0.0083,0.2067,0.0092
2043,2043_2,5,Matti Paalanen,Summer,40.0-55.0,15.0,0.1932,0.0164,0.304,0.0082
2043,2043_3,5,Matti Paalanen,Summer,65.0-80.0,15.0,-0.1051,0.0185,0.2496,0.0056
2043,2043_4,5,Matti Paalanen,Summer,80.0-90.0,10.0,-0.0966,0.0071,0.2404,0.0022
2043,2043_5,5,Matti Paalanen,Summer,95.0-110.0,15.0,0.2573,0.0496,0.3028,0.0226
